scaffold,LG,av,inv_status
Contig81809,9,28.0725,LGC9.1
Contig81812,7,26.2975,collinear
Contig81826,7,11.9145,collinear
Contig81827,11,24.462,collinear
Contig81835,2,56.8095,collinear
Contig81855,10,1.5235,LGC10.1
Contig81895,2,52.486,collinear
Contig8190,14,10.819,LGC14.1/2
Contig81903,9,18.6395,buffer
Contig81926,9,55.3445,collinear
Contig8194,5,30.5055,collinear
Contig8195,3,0.0095,collinear
Contig81952,6,31.0045,collinear
Contig81965,2,45.73,collinear
Contig8197,8,54.3805,collinear
Contig8200,6,55.2685,collinear
Contig8203,13,24.672,collinear
Contig82032,7,5.5455,collinear
Contig82070,2,52.486,collinear
Contig8212,5,1.176,collinear
Contig82123,3,28.87,collinear
Contig82125,12,52.961,NA
Contig82138,14,12.953,buffer
Contig82154,1,50.726,collinear
Contig82156,17,45.8605,collinear
Contig8218,2,0.6405,buffer
Contig82192,6,43.6085,collinear
Contig82193,6,41.447,collinear
Contig82218,6,29.5845,buffer
Contig82228,7,51.372,buffer
Contig82233,2,45.449,collinear
Contig82246,6,30.2935,buffer
Contig82255,9,46.2685,collinear
Contig82259,1,35.949,collinear
Contig82269,15,25.772,collinear
Contig8227,8,46.2085,collinear
Contig82271,3,54.057,collinear
Contig82272,7,37.7405,buffer
Contig82280,3,18.415,collinear
Contig82294,12,34.1835,NA
Contig82297,15,40.3265,collinear
Contig82302,7,47.32272029,LGC7.2
Contig82337,11,52.908,LGC11.1
Contig82344,6,8.4375,LGC6.1/2
Contig82355,7,15.2505,collinear
Contig82358,15,31.2575,collinear
Contig8236,12,57.8515,NA
Contig82396,3,3.3005,collinear
Contig82431,3,31.864,collinear
Contig82432,3,30.938,collinear
Contig82443,4,1.5085,LGC4.1
Contig82458,1,31.0895,collinear
Contig82472,14,26.3765,LGC14.3
Contig82488,7,26.2975,collinear
Contig8249,1,20.9185,collinear
Contig82491,1,0.9655,LGC1.1
Contig825,7,15.2505,collinear
Contig82521,5,7.433,collinear
Contig82530,6,59.3695,collinear
Contig8254,9,28.0725,LGC9.1
Contig82546,12,34.1835,NA
Contig82551,4,56.518,collinear
Contig82565,16,53.9905,collinear
Contig82574,5,1.176,collinear
Contig82580,1,80.9515,buffer
Contig82596,14,10.2385,LGC14.1/2
Contig82623,10,40.9955,LGC10.2
Contig82662,1,66.5845,collinear
Contig82685,1,0.9655,LGC1.1
Contig82695,10,32.786,LGC10.2
Contig82697,3,21.647,collinear
Contig82699,6,55.2685,collinear
Contig82707,7,27.432,collinear
Contig8271,10,3.12,buffer
Contig82748,13,24.672,collinear
Contig82806,4,1.5085,LGC4.1
Contig82807,3,25.89,collinear
Contig82815,3,47.7845,collinear
Contig82827,10,11.108,LGC10.2
Contig8283,3,24.399,collinear
Contig82833,3,8.9495,collinear
Contig82834,7,27.432,collinear
Contig82861,13,16.5845,collinear
Contig82872,17,21.913,collinear
Contig829,2,36.868,collinear
Contig8291,3,30.3035,collinear
Contig82921,4,54.4895,collinear
Contig82948,7,17.4975,collinear
Contig82949,6,53.101,collinear
Contig82967,12,55.2365,NA
Contig83001,8,20.376,collinear
Contig83012,16,2.6605,collinear
Contig83023,1,42.1205,collinear
Contig83031,1,54.1525,collinear
Contig83052,9,28.0725,LGC9.1
Contig83059,12,37.397,NA
Contig83069,15,35.8415,collinear
Contig83115,2,45.73,collinear
Contig83136,1,29.3075,collinear
Contig83142,14,11.4125,buffer
Contig83158,2,34.4575,collinear
Contig83160,3,50.0635,collinear
Contig83161,3,50.0635,collinear
Contig83173,1,74.0845,collinear
Contig832,8,29.5045,collinear
Contig83204,13,20.9445,collinear
Contig83216,2,66.6275,collinear
Contig83249,1,0.9655,LGC1.1
Contig8325,13,8.07,collinear
Contig83261,11,57.208,collinear
Contig83274,6,46.5235,collinear
Contig83301,13,24.672,collinear
Contig83302,4,1.5085,LGC4.1
Contig8331,2,58.3235,collinear
Contig83311,10,45.5255,collinear
Contig83320,3,54.9365,collinear
Contig83326,1,32.359,collinear
Contig83333,1,0.9655,LGC1.1
Contig83337,17,42.3425,collinear
Contig83343,17,14.2365,collinear
Contig83357,6,10.898,LGC6.1/2
Contig83359,9,28.0725,LGC9.1
Contig83367,2,73.723,collinear
Contig83378,1,80.9515,buffer
Contig83415,2,14.209,buffer
Contig8342,13,39.1105,collinear
Contig83420,2,19.766,collinear
Contig83422,10,40.9955,LGC10.2
Contig83426,8,39.691,collinear
Contig83440,12,56.6905,NA
Contig83469,4,41.514,collinear
Contig83481,10,41.57451042,buffer
Contig83485,13,32.067,collinear
Contig83490,1,31.35725,collinear
Contig835,7,11.9145,collinear
Contig83504,5,31.429,collinear
Contig83514,7,7.0735,collinear
Contig83516,1,15.465,collinear
Contig8352,9,46.2685,collinear
Contig8354,12,38.94,NA
Contig83560,3,4.1905,collinear
Contig83568,7,17.4975,collinear
Contig83585,10,0.8665,buffer
Contig83587,2,64.5765,collinear
Contig83594,9,30.619,LGC9.1
Contig83603,13,0,collinear
Contig83606,16,56.1665,collinear
Contig8362,4,32.744,collinear
Contig83633,4,27.79955316,collinear
Contig83634,4,4.3785,collinear
Contig83649,4,14.1135,collinear
Contig83651,9,19.31883635,buffer
Contig83669,2,27.744,collinear
Contig83677,17,1.4505,collinear
Contig837,11,49.689,collinear
Contig83701,4,1.5085,LGC4.1
Contig83706,6,41.447,collinear
Contig8371,8,29.2185,collinear
Contig83712,5,51.8655,collinear
Contig83720,9,46.571,collinear
Contig83721,9,52.999,collinear
Contig83753,1,0.9655,LGC1.1
Contig83782,16,34.149,collinear
Contig83788,4,30.2985,collinear
Contig83804,1,56.454,collinear
Contig83809,3,32.2195,collinear
Contig83826,1,29.663,collinear
Contig83831,5,29.946,collinear
Contig83846,4,1.458666667,buffer
Contig83848,12,53.8045,NA
Contig83852,14,24.035,LGC14.3
Contig83863,13,38.829,collinear
Contig83866,14,10.2385,LGC14.1/2
Contig83867,14,0.3875,buffer
Contig83878,10,2.839,LGC10.1
Contig83881,14,24.035,LGC14.3
Contig83885,8,54.3805,collinear
Contig83889,11,52.3195,buffer
Contig839,9,28.0725,LGC9.1
Contig83902,15,56.494,collinear
Contig83914,3,15.137,collinear
Contig83923,14,1.551,LGC14.1/2
Contig83924,5,27.365,collinear
Contig83932,10,0.29,buffer
Contig8394,12,53.8045,NA
Contig83956,11,52.3195,buffer
Contig83963,12,58.5588614,NA
Contig83971,6,55.892,collinear
Contig84,10,7.446,LGC10.2
Contig84000,8,36.585,collinear
Contig8408,2,54.1735,collinear
Contig84080,13,24.672,collinear
Contig84100,1,35.667,collinear
Contig84101,7,20.3385,collinear
Contig84116,3,53.741,collinear
Contig84119,6,6.677,LGC6.1/2
Contig84194,1,41.8405,collinear
Contig842,2,54.1735,collinear
Contig84202,6,47.651,collinear
Contig8421,2,7.7475,LGC2.1
Contig84222,2,26.801,collinear
Contig84249,8,20.955,collinear
Contig84260,15,21.507,collinear
Contig84265,7,26.2975,collinear
Contig84267,1,11.3975,collinear
Contig84270,1,0.9655,LGC1.1
Contig84274,10,40.9955,LGC10.2
Contig84285,1,42.9605,collinear
Contig84298,11,53.1745,buffer
Contig84304,1,75.534,buffer
Contig84343,1,75.534,buffer
Contig84358,3,30.3035,collinear
Contig84368,6,28.544,buffer
Contig84371,2,35.027,collinear
Contig84379,3,39.454,collinear
Contig84410,2,37.1965,collinear
Contig84430,9,51.5515,collinear
Contig84435,3,29.734,collinear
Contig84453,3,64.3205,collinear
Contig84467,2,19.766,collinear
Contig84471,11,52.8344375,buffer
Contig8451,1,21.8705,collinear
Contig84510,14,8.8095,LGC14.1/2
Contig84525,3,3.3005,collinear
Contig8453,10,2.5105,LGC10.1
Contig84531,1,45.977,collinear
Contig84536,8,29.718625,collinear
Contig84541,4,27.362,collinear
Contig84548,10,11.108,LGC10.2
Contig84572,14,41.7905,collinear
Contig84582,2,27.1155,collinear
Contig84583,10,44.653,buffer
Contig84600,6,60.254,collinear
Contig84628,9,45.966,collinear
Contig8465,6,29.5845,buffer
Contig84654,7,7.0735,collinear
Contig84655,2,27.744,collinear
Contig84665,13,48.6575,collinear
Contig84686,16,2.097,collinear
Contig8469,6,52.1655,collinear
Contig84713,6,31.0045,collinear
Contig84724,1,31.3955,collinear
Contig8473,2,45.168,collinear
Contig84745,2,69.558,collinear
Contig84748,12,29.627,NA
Contig84754,5,39.272,collinear
Contig84759,2,48.8225,collinear
Contig8476,4,37.5875,collinear
Contig84776,5,10.55,collinear
Contig84779,10,3.12,buffer
Contig84821,12,34.8625,NA
Contig84836,11,48.3625,collinear
Contig84841,8,29.2185,collinear
Contig84846,1,35.667,collinear
Contig84854,2,29.001,collinear
Contig84861,3,27.969,collinear
Contig84882,1,37.357,collinear
Contig84884,1,37.357,collinear
Contig84907,10,11.108,LGC10.2
Contig84908,5,32.1585,collinear
Contig84913,17,61.7385,LGC17.1
Contig8493,1,0.9655,LGC1.1
Contig84976,7,37.7405,buffer
Contig84989,2,36.868,collinear
Contig84996,10,0.8665,buffer
Contig85003,7,45.854,LGC7.2
Contig85012,1,31.0895,collinear
Contig85024,12,43.2235,NA
Contig85033,3,17.8165,collinear
Contig85034,9,17.0985,collinear
Contig85058,8,42.9065,collinear
Contig85096,12,53.8045,NA
Contig8510,4,1.3975,buffer
Contig8511,3,5.0345,collinear
Contig85117,16,53.9905,collinear
Contig8512,11,52.908,LGC11.1
Contig85167,12,43.2235,NA
Contig85172,12,53.8045,NA
Contig8518,4,29.418,collinear
Contig85185,1,0.9655,LGC1.1
Contig85192,9,47.4765,collinear
Contig85198,12,22.5065,NA
Contig85207,3,33.145,collinear
Contig85209,9,11.628,collinear
Contig85218,5,7.714,collinear
Contig85246,5,0,collinear
Contig85285,11,52.908,LGC11.1
Contig85294,2,86.6025,collinear
Contig85295,8,29.2185,collinear
Contig853,15,13.422,collinear
Contig85316,4,47.2625,collinear
Contig85324,1,80.9515,buffer
Contig8533,9,17.0985,collinear
Contig85330,4,8.3535,collinear
Contig85335,13,23.791,collinear
Contig85379,5,27.365,collinear
Contig85386,8,52.9455,collinear
Contig8539,12,46.1125,NA
Contig85401,7,10.288,collinear
Contig85403,2,76.9735,collinear
Contig85407,16,23.089,collinear
Contig85410,12,57.8515,NA
Contig85418,4,19.366,collinear
Contig85444,8,1.8435,collinear
Contig85445,3,54.6275,collinear
Contig85449,3,47.7845,collinear
Contig85454,17,31.27019615,collinear
Contig85455,17,31.94587616,collinear
Contig85459,6,41.7285,collinear
Contig855,3,30.583,collinear
Contig85621,10,7.446,LGC10.2
Contig85641,8,29.79,collinear
Contig85657,14,7.3825,LGC14.1/2
Contig8566,1,75.534,buffer
Contig85677,11,14.3545,collinear
Contig85678,8,19.7875,collinear
Contig85681,7,28.0395,collinear
Contig85698,11,52.908,LGC11.1
Contig85714,1,80.9515,buffer
Contig85729,2,45.73,collinear
Contig85735,1,35.667,collinear
Contig85767,15,14.54880221,collinear
Contig85773,9,29.2155,LGC9.1
Contig85784,13,1.8645,collinear
Contig85796,11,53.1745,buffer
Contig85798,17,0.5915,collinear
Contig85805,7,28.603,collinear
Contig85808,15,36.152,collinear
Contig85830,14,25.2435,LGC14.3
Contig85839,4,32.744,collinear
Contig8584,2,15.1345,buffer
Contig85842,3,16.277,collinear
Contig85880,16,56.1665,collinear
Contig85882,2,59.14033333,collinear
Contig85897,2,37.1965,collinear
Contig859,3,15.7065,collinear
Contig85912,6,29.3,buffer
Contig85952,9,51.5515,collinear
Contig85974,11,54.0575,collinear
Contig85996,4,14.1135,collinear
Contig86001,1,42.9605,collinear
Contig86019,17,42.3425,collinear
Contig86024,9,37.664,LGC9.1
Contig86029,6,44.8305,collinear
Contig86053,5,51.5745,collinear
Contig86058,7,0.6905,collinear
Contig86076,13,42.529,collinear
Contig86079,11,52.908,LGC11.1
Contig8608,17,37.592,collinear
Contig861,2,45.73,collinear
Contig86111,3,15.137,collinear
Contig86149,9,28.0725,LGC9.1
Contig86163,12,29.627,NA
Contig86166,2,11.496,LGC2.1
Contig8620,2,50.0105,collinear
Contig86240,4,14.9865,collinear
Contig8625,6,36.0925,collinear
Contig86293,2,63.457,collinear
Contig8631,2,42.355,collinear
Contig86317,8,31.7975,collinear
Contig86336,3,30.583,collinear
Contig86354,9,31.88371908,LGC9.1
Contig86361,17,62.3215,buffer
Contig8638,5,25.0855,collinear
Contig86380,3,12.673,collinear
Contig86392,6,34.682,collinear
Contig86403,9,28.0725,LGC9.1
Contig8641,8,29.5045,collinear
Contig86424,2,87.489,collinear
Contig86430,12,37.9825,NA
Contig86431,8,42.9065,collinear
Contig86458,8,29.2185,collinear
Contig86496,16,13.992,collinear
Contig86499,17,45.8605,collinear
Contig86508,15,1.9025,collinear
Contig86520,12,56.6905,NA
Contig86565,14,10.2385,LGC14.1/2
Contig86578,4,12.657,collinear
Contig8658,1,31.3955,collinear
Contig86581,8,52.9455,collinear
Contig86582,8,52.9455,collinear
Contig8659,1,46.538,collinear
Contig86594,3,33.145,collinear
Contig86598,8,6.488,collinear
Contig86606,12,46.1125,NA
Contig86618,12,53.8045,NA
Contig86650,8,45.608,collinear
Contig8668,2,37.1965,collinear
Contig86684,14,10.2385,LGC14.1/2
Contig867,2,45.449,collinear
Contig86701,11,52.908,LGC11.1
Contig86727,12,33.904,NA
Contig86738,2,52.486,collinear
Contig86757,2,46.2925,collinear
Contig86770,12,1.276,NA
Contig86774,15,8.74,collinear
Contig86776,2,21.656,collinear
Contig86782,12,48.712,NA
Contig86793,16,44.2675,collinear
Contig868,3,30.161,collinear
Contig86818,2,45.449,collinear
Contig86826,5,18.343,collinear
Contig86892,6,31.0045,collinear
Contig869,8,51.536,collinear
Contig86918,3,38.3115,collinear
Contig86936,9,28.0725,LGC9.1
Contig8695,5,41.321,collinear
Contig86968,15,27.153,collinear
Contig8697,4,1.5085,LGC4.1
Contig86971,2,67.5205,collinear
Contig87004,14,15.5205,buffer
Contig87007,4,1.5085,LGC4.1
Contig87018,3,45.9735,collinear
Contig87050,8,3.55375,collinear
Contig87057,5,45.739,collinear
Contig87058,2,21.8825,collinear
Contig87064,14,0.3875,buffer
Contig87087,14,7.3825,LGC14.1/2
Contig87099,1,0.9655,LGC1.1
Contig8710,1,37.6385,collinear
Contig87121,7,5.5455,collinear
Contig87140,2,35.027,collinear
Contig87166,11,14.3545,collinear
Contig87167,2,52.486,collinear
Contig87171,11,53.1745,buffer
Contig87179,16,4.5855,collinear
Contig87186,5,10.05762989,collinear
Contig87191,4,32.46,collinear
Contig8720,2,63.176,collinear
Contig87216,12,34.1835,NA
Contig87292,6,29.3,buffer
Contig87293,6,29.3,buffer
Contig87295,12,28.202,NA
Contig87314,1,42.9605,collinear
Contig87361,7,9.63,collinear
Contig87362,7,10.288,collinear
Contig87363,8,39.691,collinear
Contig87382,10,11.108,LGC10.2
Contig87383,13,35.962,collinear
Contig87393,1,42.9605,collinear
Contig87394,3,33.145,collinear
Contig87422,14,34.6545,buffer
Contig8743,5,47.725,collinear
Contig87435,7,47.32272029,LGC7.2
Contig87486,11,52.3195,buffer
Contig87530,4,1.5085,LGC4.1
Contig87576,10,0,buffer
Contig87612,12,40.5365,NA
Contig87618,14,0.3875,buffer
Contig87648,11,52.908,LGC11.1
Contig8765,10,3.401,buffer
Contig87694,17,24.9095,collinear
Contig877,2,54.1735,collinear
Contig87708,2,40.105,collinear
Contig8771,5,1.741,collinear
Contig87712,10,45.5255,collinear
Contig87750,8,28.3585,collinear
Contig87763,12,46.449,NA
Contig87774,2,63.457,collinear
Contig87790,3,28.87,collinear
Contig87791,9,28.0725,LGC9.1
Contig8781,5,46.0265,collinear
Contig87860,6,56.97,collinear
Contig8789,16,55.6035,collinear
Contig87916,1,0.9655,LGC1.1
Contig8792,1,0.9655,LGC1.1
Contig87929,9,51.5515,collinear
Contig87940,3,61.665,collinear
Contig87941,9,8.7115,collinear
Contig87961,9,41.8195,buffer
Contig87967,3,33.145,collinear
Contig87972,8,37.9855,collinear
Contig87994,3,24.7115,collinear
Contig88047,9,6.9465,collinear
Contig88098,7,40.339,collinear
Contig88103,9,25.38912231,LGC9.1
Contig88117,5,7.714,collinear
Contig88124,10,3.12,buffer
Contig88130,5,32.1585,collinear
Contig88156,3,27.3695,collinear
Contig88157,1,0.9655,LGC1.1
Contig88178,4,10.6485,collinear
Contig882,1,75.534,buffer
Contig88213,9,51.5515,collinear
Contig88214,9,51.5515,collinear
Contig88221,2,54.455,collinear
Contig88231,11,52.908,LGC11.1
Contig8824,16,12.7565,collinear
Contig88241,8,14.345,collinear
Contig88242,3,33.145,collinear
Contig8825,4,1.5085,LGC4.1
Contig88257,10,15.4495,LGC10.2
Contig88282,10,41.601,buffer
Contig88285,6,31.0045,collinear
Contig88294,2,59.186,collinear
Contig883,2,56.205,collinear
Contig88323,9,18.6395,buffer
Contig88380,7,27.15,collinear
Contig884,6,44.20577273,collinear
Contig88434,2,61.7765,collinear
Contig88477,7,22.323,collinear
Contig88480,13,35.821,collinear
Contig885,1,31.3955,collinear
Contig88528,5,26.239,collinear
Contig88534,1,0.9655,LGC1.1
Contig88543,4,1.5085,LGC4.1
Contig88544,12,54.0855,NA
Contig88548,1,0.9655,LGC1.1
Contig88563,11,52.908,LGC11.1
Contig886,15,31.2575,collinear
Contig88616,12,1.276,NA
Contig88623,12,48.712,NA
Contig8864,6,55.892,collinear
Contig88640,10,32.786,LGC10.2
Contig88657,2,14.209,buffer
Contig88662,4,1.43375,buffer
Contig88665,2,37.853,collinear
Contig88670,10,27.791,LGC10.2
Contig88692,3,30.583,collinear
Contig88693,14,7.3825,LGC14.1/2
Contig88695,2,60.093,collinear
Contig88756,17,14.2365,collinear
Contig88770,1,0.9655,LGC1.1
Contig88786,8,54.3805,collinear
Contig8879,11,52.908,LGC11.1
Contig888,1,70.6185,collinear
Contig88801,13,20.9445,collinear
Contig88828,17,45.2975,collinear
Contig88833,2,38.415,collinear
Contig88861,2,73.723,collinear
Contig88910,4,25.314,collinear
Contig88913,3,9.578,collinear
Contig88918,1,0.9655,LGC1.1
Contig88919,1,0.9655,LGC1.1
Contig88937,4,41.514,collinear
Contig88959,1,0.9655,LGC1.1
Contig88961,6,52.1655,collinear
Contig88962,6,52.1655,collinear
Contig88977,10,41.57451042,buffer
Contig8900,11,52.908,LGC11.1
Contig89009,11,37.4515,collinear
Contig89022,17,24.9095,collinear
Contig89026,13,39.1105,collinear
Contig8905,9,47.1745,collinear
Contig89053,4,53.3345,collinear
Contig89074,9,25.38912231,LGC9.1
Contig89076,10,11.108,LGC10.2
Contig89100,2,33.047,collinear
Contig89104,11,52.908,LGC11.1
Contig89114,7,37.7405,buffer
Contig89133,3,12.673,collinear
Contig89136,4,14.1135,collinear
Contig89142,12,53.8045,NA
Contig8917,10,2.839,LGC10.1
Contig89178,6,46.5235,collinear
Contig89199,4,6.082,collinear
Contig89206,11,52.908,LGC11.1
Contig89215,10,38.1865,LGC10.2
Contig89229,15,27.153,collinear
Contig8923,3,25.89,collinear
Contig89234,8,22.8935,collinear
Contig89290,7,17.213,collinear
Contig89294,13,28.334,collinear
Contig893,17,31.27019615,collinear
Contig89302,3,8.635,collinear
Contig8931,6,8.4375,LGC6.1/2
Contig89354,3,27.3695,collinear
Contig89362,5,45.082,collinear
Contig89366,8,33.02,collinear
Contig89439,4,1.5085,LGC4.1
Contig8946,5,46.0265,collinear
Contig89474,9,11.628,collinear
Contig8948,5,35.086,collinear
Contig89485,5,41.6145,collinear
Contig89488,2,60.093,collinear
Contig89513,1,22.8575,collinear
Contig89534,13,49.4445,collinear
Contig89546,13,21.5775,collinear
Contig89559,10,19.0575,LGC10.2
Contig89561,4,1.5085,LGC4.1
Contig89578,2,27.744,collinear
Contig89594,2,85.1205,collinear
Contig89629,15,52.737,collinear
Contig89673,2,17.7745,collinear
Contig89680,9,2.4175,collinear
Contig89719,7,15.9345,collinear
Contig8975,15,31.831,collinear
Contig89759,3,30.583,collinear
Contig89763,11,55.37569055,collinear
Contig89766,13,24.672,collinear
Contig89780,1,0.9655,LGC1.1
Contig89785,1,0.9655,LGC1.1
Contig89846,13,24.672,collinear
Contig8988,11,52.908,LGC11.1
Contig89890,3,31.864,collinear
Contig89901,1,28.952,collinear
Contig89929,1,0.9655,LGC1.1
Contig89946,13,51.3,collinear
Contig89964,3,50.0635,collinear
Contig89971,17,40.6465,collinear
Contig89972,17,40.6465,collinear
Contig89974,2,45.449,collinear
Contig8998,2,42.355,collinear
Contig89984,3,8.9495,collinear
Contig89998,3,30.3035,collinear
Contig9,12,48.712,NA
